frequency,Re(Z),Img(Z)
17.1,204143.99999999744,-18685.399999999503
15.8,204273.9999999975,-21068.199999999477
14.7,204687.99999999776,-22373.199999999862
13.6,204355.9999999976,-26136.400000000216
12.6,204881.9999999981,-28116.40000000019
11.7,205221.9999999986,-29616.200000000063
10.8,206353.9999999996,-35350.9999999994
10.0,207699.9999999989,-40068.99999999943
9.26,208555.9999999991,-42522.19999999947
8.58,208849.99999999904,-43356.99999999951
7.94,210908.0000000008,-48233.79999999982
7.36,211631.99999999924,-50476.80000000038
6.81,213860.00000000087,-54878.800000000745
6.31,215908.00000000023,-57945.40000000054
5.84,218542.00000000087,-61722.99999999973
5.41,221320.00000000116,-65615.59999999926
5.01,224774.00000000105,-70109.19999999984
4.64,228674.00000000148,-73967.4000000007
4.3,231170.00000000105,-76393.20000000084
3.98,236478.0000000011,-81785.20000000115
3.69,240826.0000000005,-85921.40000000114
3.41,244977.9999999992,-89574.40000000093
3.16,249110.00000000076,-93396.00000000076
2.93,252166.0000000001,-95279.00000000055
2.71,259098.00000000076,-99039.39999999934
2.51,261969.99999999997,-100812.40000000031
2.33,265425.99999999977,-103040.40000000013
2.15,275605.9999999997,-108877.999999999
2.0,279130.0000000009,-109811.39999999964
1.85,284182.0000000002,-110991.60000000078
1.71,290524.00000000093,-113357.9999999998
1.58,297964.00000000244,-115892.000000001
1.47,300220.00000000274,-116850.00000000135
1.36,307704.0000000022,-120322.00000000212
1.26,311862.0000000011,-120682.00000000212
1.17,314998.0000000007,-120450.00000000176
1.08,323756.0000000004,-119456.00000000064
1.0,326681.9999999983,-119874.00000000076
