Re(Z),Img(Z)
204889.9999999987,80129.80000000107
211572.00000000148,75874.40000000085
214240.00000000183,74133.20000000071
219201.99999999884,69130.7999999994
221672.0000000005,66549.39999999934
223448.0000000007,64442.399999999645
229181.99999999968,57277.00000000061
231299.9999999993,54804.99999999944
233315.99999999997,51211.19999999941
234421.9999999991,48655.59999999953
236051.99999999968,44603.199999999655
236841.9999999998,42608.599999999664
239072.0000000004,37130.79999999926
239910.000000001,34640.19999999957
241518.0000000002,30855.39999999918
241204.0000000008,29099.199999999444
241112.0000000012,25391.199999999502
241272.0000000008,22712.39999999952
241318.00000000076,21657.799999999595
241857.99999999985,17682.399999999667
241855.9999999998,15786.600000000082
241062.00000000137,13215.00000000003
241016.00000000148,11427.2399999997
240944.00000000143,10780.620000000124
240342.00000000067,9260.160000000113
238711.99999999924,5909.279999999829
238079.99999999927,4775.879999999896
237212.0000000007,3602.770000000198
236932.00000000064,3230.5100000001944
235199.99999999933,535.2299999999308
234363.99999999907,-272.0700000002218
233937.99999999892,-714.7100000002384
232001.9999999997,-1645.020000000247
230768.0,-3048.469999999734
229824.00000000195,-3622.499999999704
229192.00000000183,-3621.15999999964
227550.00000000064,-4371.819999999908
226030.0000000016,-4624.599999999845
225016.00000000076,-4574.680000000072
224482.00000000023,-4566.540000000126
222645.9999999992,-4718.220000000233
222078.0000000004,-4836.639999999927
220001.9999999985,-4560.099999999916
219133.99999999788,-4136.879999999763
217317.99999999945,-3459.4599999998795
216310.00000000055,-3328.559999999987
214854.00000000183,-3784.594000000248
213892.00000000096,-1936.4860000001956
213243.9999999997,-1578.6260000001382
212465.99999999884,-861.9040000003918
211893.99999999927,-99.12400000023123
211316.00000000055,938.6200000002405
210216.0000000012,2829.2500000003133
209760.0000000014,3846.0880000003226
207356.0000000012,8373.085999999903
207014.00000000116,9089.563999999897
206812.00000000096,9572.74599999986
206434.0000000005,11869.99999999961
205463.9999999989,13136.699999999457
204903.9999999981,14484.899999999432
204143.99999999744,18685.399999999503
204273.9999999975,21068.199999999477
204687.99999999776,22373.199999999862
204355.9999999976,26136.400000000216
204881.9999999981,28116.40000000019
205221.9999999986,29616.200000000063
206353.9999999996,35350.9999999994
207699.9999999989,40068.99999999943
208555.9999999991,42522.19999999947
208849.99999999904,43356.99999999951
210908.0000000008,48233.79999999982
211631.99999999924,50476.80000000038
213860.00000000087,54878.800000000745
215908.00000000023,57945.40000000054
218542.00000000087,61722.99999999973
221320.00000000116,65615.59999999926
224774.00000000105,70109.19999999984
228674.00000000148,73967.4000000007
231170.00000000105,76393.20000000084
236478.0000000011,81785.20000000115
240826.0000000005,85921.40000000114
244977.9999999992,89574.40000000093
249110.00000000076,93396.00000000076
252166.0000000001,95279.00000000055
259098.00000000076,99039.39999999934
261969.99999999997,100812.40000000031
265425.99999999977,103040.40000000013
275605.9999999997,108877.999999999
279130.0000000009,109811.39999999964
284182.0000000002,110991.60000000078
290524.00000000093,113357.9999999998
297964.00000000244,115892.000000001
300220.00000000274,116850.00000000135
307704.0000000022,120322.00000000212
311862.0000000011,120682.00000000212
314998.0000000007,120450.00000000176
323756.0000000004,119456.00000000064
326681.9999999983,119874.00000000076
