Re(Z)_fit,Img(Z)_fit
7274.205201045054,720.7552796338472
7278.362990854024,788.3458002613313
7283.0383819461,862.0076631193014
7288.323490467012,942.5624855803799
7294.348210824512,1031.2181183862065
7301.177681037885,1128.0461894673829
7309.004126348289,1234.7313266995773
7317.730382480232,1348.901022135761
7327.760465038306,1474.6343341973843
7339.235446909778,1612.1547534484152
7352.6428087926815,1765.3828937775002
7367.817413967012,1930.4203866318521
7385.322607568311,2111.2841709746867
7405.3673335328185,2307.658914236226
7429.033563268009,2526.9720359596213
7455.744610545669,2760.694757574754
7486.811363542132,3017.0274186272095
7522.706892621983,3295.7959640274976
7563.739559645907,3595.371805744532
7613.155130387009,3933.7149910605044
7673.052473480122,4316.772282962715
7735.18343366473,4688.348315827879
7814.34606716601,5130.670900270686
7908.734777616485,5620.9098058255795
8009.46594072972,6107.858423217669
8138.595114944308,6687.829352193969
8285.34364441569,7298.143070493729
8456.888642535452,7958.702205941258
8658.14138109137,8675.244319738105
8895.824729859614,9456.335508296304
9174.390042687712,10299.846297423572
9503.667285894262,11216.886110901198
9881.23173693371,12183.02340789377
10326.104534904785,13227.67294363594
10846.113309909751,14345.68766619839
11464.595430634405,15559.491944392184
12174.057408345563,16827.283172346106
12999.434782678803,18167.331322504546
13947.42396129948,19561.53828474758
15063.260306791903,21041.295786562398
16310.323233673993,22526.198524041865
17735.978154874872,24043.746901380317
19341.826730267134,25561.610955119842
21115.82121340876,27039.902696952115
23159.10573445373,28522.98080777902
25496.985794778124,29972.062014776206
27764.710637892596,31156.768075787037
30434.54425501132,32303.935991982595
33323.28170089693,33272.38072901574
36091.52533789972,33955.32967681945
39229.83613301715,34456.854631210685
42325.54711654785,34678.78170297701
45425.987887595016,34634.567816653645
48495.81848744031,34327.1027619355
51508.472135210075,33763.672766170195
54399.21497237263,32967.567138757295
57157.24715874123,31958.28654433754
59682.2753854814,30800.836241101562
62034.948320655305,29499.12260388359
64186.273217791764,28095.74117778462
66166.26712684547,26597.42100533095
67911.01703738833,25085.72230883819
69464.62891789328,23561.508318158332
70826.11822774091,22061.408222850616
72043.87425142153,20563.1380977264
73078.22843719719,19149.858662660547
73980.63851771847,17788.239461065707
74758.51570018343,16496.980127865852
75420.67573783077,15292.801093481206
76010.4570329176,14120.424427294814
76531.89921626584,12987.365565690614
76930.28858048237,12046.7537694854
77305.05856421757,11089.358832106065
77629.35536649643,10191.830801403199
77883.34379423047,9434.706240864023
78122.3150168301,8670.185015930634
78320.0969497123,7992.188761582639
78489.75334908285,7372.470628853303
78636.24147970276,6805.058329752484
78763.88130005747,6283.5676530129185
78874.66858428111,5809.112223080492
78972.12997594009,5374.812732689982
79056.06074816929,4989.075457707873
79131.09701833734,4636.95527995693
79198.22454282324,4318.900184702221
79259.88086202122,4027.768599673261
79315.20974812262,3771.2770775862045
79366.3960485812,3542.153634419519
79413.92872878477,3340.4599020363034
79459.8958581974,3159.4334214078317
79502.9185570019,3005.7318350360238
79544.98619938908,2872.6563591296012
79586.31971958332,2760.134104971782
79626.99697498886,2667.796726795451
79669.53751023942,2590.658512725514
79714.53695349058,2529.6667898322466
79755.84403187089,2490.819155167319
79802.8226954295,2464.3621246219095
79852.86463769397,2454.0980724548835
79901.05061950184,2458.908778204796
79957.03851719337,2479.3573680998043
80014.810398876,2513.9339131953884
80076.46586027576,2562.6902146687044
80142.72666789548,2625.612812395003
80214.60334552835,2703.1650328720357
80292.17513808327,2794.837932533756
80376.81499702191,2901.5793662531896
80466.68928236706,3020.157442944371
80565.05891339603,3153.9025793021997
80672.1329580678,3302.1781512303874
80790.99826207409,3468.2181140515404
80918.68114207048,3646.65754761462
81058.35128995912,3840.582225373903
81209.82331074859,4048.2824641160437
81378.88009271439,4275.971850507099
81558.99797892598,4513.118585905909
81756.53624155544,4766.330292915926
81971.379514307,5033.381269383551
82202.26244114849,5310.723924036669
82462.97403279274,5612.1685719112675
82757.96943099944,5938.823445030964
83043.81511610995,6241.426484234802
83383.49084614018,6584.18621489064
83758.9375693029,6943.06885396569
84130.50465826823,7278.9341497377445
84570.90238768182,7653.833667210888
85031.3874002961,8020.794254168445
85525.89847362047,8388.384510075271
86057.25957177929,8754.930545684385
86629.98135099464,9119.296827934199
87240.36316776443,9474.912207763742
87893.97181653733,9820.730378439754
88571.02682295738,10143.161778368405
89289.64344093752,10447.847522796084
90043.35242303499,10728.092932992548
90844.09532172006,10983.87706730685
91661.8266451188,11202.416592697904
92506.86780255316,11384.642054001088
93367.00995371028,11525.991690720728
94261.52995368917,11626.886991634912
95143.8049006885,11681.113132555789
96034.41339537871,11690.64518103052
96920.28898047452,11655.126406560366
97786.39864315657,11576.73535897235
98670.03173560594,11451.640193954754
99564.89333855457,11277.480710540358
100340.32217869046,11086.79355920895
101161.66127369412,10843.060106750534
101962.4585760336,10562.25460087035
102662.15112737419,10280.250016785409
103391.94818755244,9947.612321422106
