Frequency,Ionic radius ,Temperature,Re(Z),Img(Z)
75.9,2.06e-10,-5,116927.20000000052,11032.100000000284
69.2,2.06e-10,-5,117777.99999999991,12684.91999999974
63.1,2.06e-10,-5,117967.99999999993,13217.219999999974
57.5,2.06e-10,-5,118372.79999999986,13632.44000000009
52.5,2.06e-10,-5,117923.1999999998,14517.12000000005
47.9,2.06e-10,-5,119920.19999999955,14018.940000000104
43.7,2.06e-10,-5,120130.19999999947,13283.700000000072
39.8,2.06e-10,-5,122699.99999999904,17168.200000000295
36.3,2.06e-10,-5,122893.99999999901,17431.000000000262
33.1,2.06e-10,-5,123313.99999999972,22403.800000000192
30.2,2.06e-10,-5,124637.9999999996,16008.799999999746
27.5,2.06e-10,-5,128014.00000000055,20486.99999999966
25.1,2.06e-10,-5,129492.0000000002,21242.000000000393
22.9,2.06e-10,-5,131167.99999999956,22698.200000000354
20.9,2.06e-10,-5,131942.00000000012,22937.800000000672
19.1,2.06e-10,-5,132357.80000000005,22940.80000000069
17.4,2.06e-10,-5,135831.9999999996,24080.20000000051
15.8,2.06e-10,-5,137833.99999999924,23945.800000000516
14.5,2.06e-10,-5,138774.00000000003,25331.200000000354
13.2,2.06e-10,-5,141223.99999999965,26173.599999999667
12.0,2.06e-10,-5,143618.00000000017,26372.399999999598
11.0,2.06e-10,-5,144253.99999999994,26857.399999999456
10.0,2.06e-10,-5,146983.99999999942,27368.000000000116
9.12,2.06e-10,-5,148931.99999999898,27869.200000000546
8.32,2.06e-10,-5,149915.99999999985,28446.000000000528
7.59,2.06e-10,-5,151599.99999999945,28389.200000000386
6.92,2.06e-10,-5,153814.00000000035,28353.800000000338
6.31,2.06e-10,-5,156016.00000000081,28522.60000000044
5.75,2.06e-10,-5,159336.0000000009,29018.00000000057
5.25,2.06e-10,-5,160428.0000000002,29137.400000000453
4.79,2.06e-10,-5,161780.000000001,29243.800000000374
4.37,2.06e-10,-5,163345.99999999927,29564.600000000457
3.98,2.06e-10,-5,167015.99999999898,30299.59999999952
3.63,2.06e-10,-5,168443.99999999942,30342.399999999354
3.31,2.06e-10,-5,170196.00000000038,29877.199999999637
3.02,2.06e-10,-5,170931.99999999994,30070.399999999892
2.75,2.06e-10,-5,173298.00000000084,29884.400000000187
2.51,2.06e-10,-5,174833.9999999999,30149.999999999396
2.29,2.06e-10,-5,177386.0,30628.200000000175
2.09,2.06e-10,-5,179099.9999999993,30775.399999999703
1.91,2.06e-10,-5,180256.00000000044,30666.200000000248
1.74,2.06e-10,-5,182356.00000000093,30647.200000000354
1.58,2.06e-10,-5,184956.00000000081,30683.4
1.45,2.06e-10,-5,185989.99999999936,31035.800000000534
1.32,2.06e-10,-5,187045.99999999875,31045.000000000517
1.2,2.06e-10,-5,190837.99999999808,30708.99999999945
1.1,2.06e-10,-5,192079.99999999808,30957.399999999187
1.0,2.06e-10,-5,193055.9999999985,31046.199999999102
1000000.0,2.06e-10,20,5480.600000000004,1841.6800000000515
912000.0,2.06e-10,20,5508.720000000018,1808.0999999999256
832000.0,2.06e-10,20,5490.700000000019,1839.719999999888
759000.0,2.06e-10,20,5409.040000000009,2004.2199999998384
692000.0,2.06e-10,20,5315.199999999997,2092.5199999999654
631000.0,2.06e-10,20,5367.300000000015,2167.7400000002062
575000.0,2.06e-10,20,5479.540000000022,2222.4999999998427
525000.0,2.06e-10,20,5555.360000000014,2376.2799999998656
479000.0,2.06e-10,20,5543.559999999988,2703.820000000047
437000.0,2.06e-10,20,5548.020000000006,2859.02000000004
398000.0,2.06e-10,20,5436.280000000009,3218.579999999854
363000.0,2.06e-10,20,3100.020000000001,5176.179999999929
331000.0,2.06e-10,20,5497.419999999977,3942.019999999646
302000.0,2.06e-10,20,5583.919999999972,3920.799999999606
275000.0,2.06e-10,20,5913.839999999991,3923.2799999997915
251000.0,2.06e-10,20,6205.839999999997,3963.5199999998686
229000.0,2.06e-10,20,6409.379999999991,4323.800000000003
209000.0,2.06e-10,20,6679.539999999993,4777.860000000117
191000.0,2.06e-10,20,6702.540000000026,4952.519999999754
174000.0,2.06e-10,20,6791.8000000000275,5269.219999999781
158000.0,2.06e-10,20,7260.099999999987,5816.379999999626
145000.0,2.06e-10,20,7291.699999999961,5969.919999999705
132000.0,2.06e-10,20,7174.180000000028,6508.959999999682
120000.0,2.06e-10,20,7081.120000000022,7105.699999999789
110000.0,2.06e-10,20,7268.800000000041,7612.859999999583
100000.0,2.06e-10,20,7579.820000000033,8189.31999999993
91200.0,2.06e-10,20,7821.639999999974,8798.080000000498
83200.0,2.06e-10,20,7909.760000000041,9394.579999999787
75900.0,2.06e-10,20,8145.200000000043,10260.14000000031
69200.0,2.06e-10,20,8430.259999999984,11096.639999999848
63100.0,2.06e-10,20,8651.639999999965,11968.900000000354
57500.0,2.06e-10,20,8814.680000000004,12633.20000000005
52500.0,2.06e-10,20,9411.819999999989,13974.200000000246
47900.0,2.06e-10,20,9995.519999999984,15192.599999999744
43700.0,2.06e-10,20,10241.140000000007,16103.999999999727
39800.0,2.06e-10,20,11555.219999999996,18219.999999999647
36300.0,2.06e-10,20,11855.979999999974,19186.199999999564
33100.0,2.06e-10,20,13114.200000000023,20902.19999999943
30200.0,2.06e-10,20,13743.19999999996,22028.000000000226
27500.0,2.06e-10,20,15699.599999999993,24570.80000000029
25100.0,2.06e-10,20,16957.199999999924,26260.599999999635
22900.0,2.06e-10,20,19185.599999999955,28599.999999999876
20900.0,2.06e-10,20,20699.199999999855,30050.4000000005
19100.0,2.06e-10,20,22490.800000000007,31855.400000000518
17400.0,2.06e-10,20,24599.600000000108,33805.799999999595
15800.0,2.06e-10,20,29407.600000000064,36744.80000000003
14500.0,2.06e-10,20,31684.199999999862,37759.40000000037
13200.0,2.06e-10,20,36077.59999999991,39419.80000000016
12000.0,2.06e-10,20,39350.40000000008,40524.79999999997
11000.0,2.06e-10,20,42842.99999999985,40975.800000000294
10000.0,2.06e-10,20,48001.00000000003,41653.00000000003
9120.0,2.06e-10,20,51525.60000000008,41687.79999999959
8320.0,2.06e-10,20,53855.79999999989,41380.20000000003
7590.0,2.06e-10,20,57563.40000000037,40784.2000000005
6920.0,2.06e-10,20,61199.40000000018,40123.00000000021
6310.0,2.06e-10,20,65805.60000000012,38579.000000000284
5750.0,2.06e-10,20,69481.40000000014,36710.20000000006
5250.0,2.06e-10,20,71571.79999999978,34557.19999999968
4790.0,2.06e-10,20,74056.59999999958,33557.600000000384
4370.0,2.06e-10,20,76567.60000000014,31565.19999999977
3980.0,2.06e-10,20,79240.19999999984,29484.39999999978
3630.0,2.06e-10,20,80666.8000000004,27269.40000000032
3310.0,2.06e-10,20,82493.60000000014,24786.400000000893
3020.0,2.06e-10,20,83288.40000000026,23323.200000000827
2750.0,2.06e-10,20,84977.40000000036,21078.799999999675
2510.0,2.06e-10,20,85550.39999999967,19758.400000000012
2290.0,2.06e-10,20,87162.40000000002,17298.67999999973
2090.0,2.06e-10,20,88546.6000000002,15704.31999999975
1910.0,2.06e-10,20,88246.20000000038,14465.3999999998
1740.0,2.06e-10,20,89191.80000000053,13294.839999999851
1580.0,2.06e-10,20,89423.80000000035,11197.160000000256
1450.0,2.06e-10,20,89020.60000000028,10352.160000000435
1320.0,2.06e-10,20,88547.40000000068,9506.120000000434
1200.0,2.06e-10,20,88646.40000000036,8295.37999999985
1100.0,2.06e-10,20,88764.80000000025,7715.579999999806
1000.0,2.06e-10,20,88599.6000000002,6269.63999999968
912.0,2.06e-10,20,88649.00000000017,5768.939999999716
832.0,2.06e-10,20,88531.40000000029,4905.859999999784
759.0,2.06e-10,20,88376.4000000002,4371.619999999755
692.0,2.06e-10,20,88313.99999999971,4060.9999999997467
631.0,2.06e-10,20,88505.99999999984,3767.6799999994932
575.0,2.06e-10,20,87995.00000000025,2874.419999999927
525.0,2.06e-10,20,87784.20000000039,2598.6800000001203
479.0,2.06e-10,20,87740.40000000053,2466.7000000000703
437.0,2.06e-10,20,87587.99999999975,2419.1399999999962
398.0,2.06e-10,20,87578.80000000035,1966.499999999863
363.0,2.06e-10,20,87542.00000000042,1770.299999999816
331.0,2.06e-10,20,87412.19999999963,1563.339999999895
302.0,2.06e-10,20,87217.40000000004,1518.57999999972
275.0,2.06e-10,20,87112.7999999996,1185.3599999996798
251.0,2.06e-10,20,86931.79999999933,1245.0799999996975
229.0,2.06e-10,20,86995.00000000038,1527.7200000001585
209.0,2.06e-10,20,86985.00000000036,1533.2200000001717
191.0,2.06e-10,20,86961.20000000033,1567.9400000001997
174.0,2.06e-10,20,86819.7999999997,1820.5000000002499
158.0,2.06e-10,20,86571.39999999946,1778.9660000002427
145.0,2.06e-10,20,86571.39999999946,1778.9660000002427
132.0,2.06e-10,20,86441.99999999971,1801.820000000441
120.0,2.06e-10,20,85126.99999999999,-2033.9000000003914
110.0,2.06e-10,20,83728.3999999996,-10851.28000000038
100.0,2.06e-10,20,81040.00000000006,6041.159999999699
91.2,2.06e-10,20,81284.60000000011,11670.979999999754
83.2,2.06e-10,20,82234.60000000012,12004.33999999988
75.9,2.06e-10,20,86452.19999999981,4650.220000000256
69.2,2.06e-10,20,86797.40000000017,6269.160000000542
63.1,2.06e-10,20,85313.40000000013,13976.620000000406
57.5,2.06e-10,20,85653.59999999954,13343.58000000067
52.5,2.06e-10,20,86099.19999999959,12766.24000000065
47.9,2.06e-10,20,86841.79999999945,11213.340000000635
43.7,2.06e-10,20,88149.19999999956,6080.780000000333
39.8,2.06e-10,20,88166.79999999967,5832.040000000284
36.3,2.06e-10,20,85182.0,4815.719999999887
33.1,2.06e-10,20,89364.40000000056,7275.719999999611
30.2,2.06e-10,20,90900.59999999973,6707.040000000049
27.5,2.06e-10,20,91587.39999999934,8236.719999999881
25.1,2.06e-10,20,91295.00000000013,7977.960000000189
22.9,2.06e-10,20,91830.99999999956,8634.539999999668
20.9,2.06e-10,20,89583.39999999957,-268.39999999975265
19.1,2.06e-10,20,81037.39999999972,-32919.83999999993
17.4,2.06e-10,20,86402.39999999953,5290.720000000088
15.8,2.06e-10,20,65522.40000000025,49001.95999999967
14.5,2.06e-10,20,90907.20000000061,1077.0999999995165
13.2,2.06e-10,20,96137.60000000037,6776.899999999978
12.0,2.06e-10,20,92995.1999999996,4620.0599999999085
11.0,2.06e-10,20,89284.00000000022,-25862.400000000067
10.0,2.06e-10,20,93110.19999999968,23044.43999999943
9.12,2.06e-10,20,98846.39999999967,12905.319999999801
8.32,2.06e-10,20,99656.20000000033,12873.460000000041
7.59,2.06e-10,20,100825.59999999989,13189.799999999845
6.92,2.06e-10,20,102354.00000000048,14578.79999999992
6.31,2.06e-10,20,103534.80000000073,14521.600000000284
5.75,2.06e-10,20,104245.80000000085,14639.600000000231
5.25,2.06e-10,20,104993.80000000079,14901.000000000044
4.79,2.06e-10,20,106253.80000000073,15298.99999999983
4.37,2.06e-10,20,106884.00000000012,15556.599999999793
3.98,2.06e-10,20,108313.99999999929,15634.999999999744
3.63,2.06e-10,20,109140.0,15975.400000000143
3.31,2.06e-10,20,110285.99999999935,16339.00000000023
3.02,2.06e-10,20,111571.9999999993,16572.600000000257
2.75,2.06e-10,20,112671.99999999937,16641.200000000277
2.51,2.06e-10,20,113153.99999999933,16733.400000000278
2.29,2.06e-10,20,115635.99999999942,17305.800000000265
2.09,2.06e-10,20,116675.99999999945,17516.600000000264
1.91,2.06e-10,20,118493.99999999968,17950.20000000023
1.74,2.06e-10,20,118843.99999999972,18036.800000000247
1.58,2.06e-10,20,118983.99999999974,18066.800000000232
1.45,2.06e-10,20,119791.99999999968,18310.400000000052
1.32,2.06e-10,20,120719.99999999958,18544.400000000136
1.2,2.06e-10,20,122583.99999999965,18963.20000000031
1.1,2.06e-10,20,123560.00000000009,19109.79999999956
1.0,2.06e-10,20,124473.9999999998,19222.19999999979
1000000.0,2.06e-10,25,3946.740000000005,1493.6599999997184
912000.0,2.06e-10,25,3977.0199999999954,1564.4399999998914
832000.0,2.06e-10,25,3985.799999999998,1609.9799999997667
759000.0,2.06e-10,25,4079.4599999999905,1707.9199999998189
692000.0,2.06e-10,25,4191.399999999989,1765.1200000000888
631000.0,2.06e-10,25,4246.240000000022,1855.7400000001128
575000.0,2.06e-10,25,4230.979999999998,2021.9399999997784
525000.0,2.06e-10,25,4348.2,2108.379999999683
479000.0,2.06e-10,25,4390.619999999986,2256.9799999997185
437000.0,2.06e-10,25,4468.980000000011,2398.84000000046
398000.0,2.06e-10,25,4546.419999999987,2566.5400000000736
363000.0,2.06e-10,25,4469.960000000018,2791.600000000152
331000.0,2.06e-10,25,4517.880000000011,3008.780000000149
302000.0,2.06e-10,25,4670.760000000024,3138.6200000002527
275000.0,2.06e-10,25,4792.920000000016,3354.699999999983
251000.0,2.06e-10,25,4853.1799999999985,3577.420000000097
229000.0,2.06e-10,25,5011.599999999988,3852.18000000029
209000.0,2.06e-10,25,5098.4000000000015,4118.160000000101
191000.0,2.06e-10,25,5202.5400000000045,4389.759999999735
174000.0,2.06e-10,25,5310.980000000027,4768.239999999978
158000.0,2.06e-10,25,5546.239999999998,5359.439999999958
145000.0,2.06e-10,25,5680.539999999984,5571.859999999924
132000.0,2.06e-10,25,5753.91999999999,5899.1599999999535
120000.0,2.06e-10,25,5797.079999999974,6423.260000000248
110000.0,2.06e-10,25,5994.800000000012,6966.23999999963
100000.0,2.06e-10,25,6157.5000000000255,7521.559999999799
91200.0,2.06e-10,25,6437.6200000000035,8150.2600000003995
83200.0,2.06e-10,25,6657.220000000033,8812.460000000241
75900.0,2.06e-10,25,6878.299999999981,9578.460000000445
69200.0,2.06e-10,25,7061.879999999981,10291.780000000143
63100.0,2.06e-10,25,7348.959999999967,11136.900000000232
57500.0,2.06e-10,25,7644.08,11998.200000000128
52500.0,2.06e-10,25,8274.439999999999,13199.40000000052
47900.0,2.06e-10,25,8687.900000000021,14293.200000000323
43700.0,2.06e-10,25,9165.36000000002,15380.19999999992
39800.0,2.06e-10,25,10682.499999999973,17541.200000000063
36300.0,2.06e-10,25,10774.539999999952,18146.20000000002
33100.0,2.06e-10,25,12559.780000000012,20286.99999999962
30200.0,2.06e-10,25,12703.99999999996,20994.60000000055
27500.0,2.06e-10,25,13824.399999999936,22540.000000000557
25100.0,2.06e-10,25,15007.799999999961,24049.79999999953
22900.0,2.06e-10,25,16866.79999999996,25836.599999999566
20900.0,2.06e-10,25,18622.399999999947,27207.19999999995
19100.0,2.06e-10,25,20496.99999999996,29198.599999999613
17400.0,2.06e-10,25,22885.60000000008,30233.99999999982
15800.0,2.06e-10,25,27193.19999999996,32661.19999999993
14500.0,2.06e-10,25,28448.999999999905,34129.200000000375
13200.0,2.06e-10,25,32117.79999999998,35684.40000000037
12000.0,2.06e-10,25,35591.99999999984,36776.40000000079
11000.0,2.06e-10,25,38221.599999999846,37010.20000000044
10000.0,2.06e-10,25,42533.20000000014,37084.79999999986
9120.0,2.06e-10,25,47344.39999999979,36871.40000000024
8320.0,2.06e-10,25,48914.59999999965,36900.40000000043
7590.0,2.06e-10,25,51629.399999999645,36307.400000000926
6920.0,2.06e-10,25,54984.59999999982,35613.000000001026
6310.0,2.06e-10,25,60318.80000000012,33680.800000000694
5750.0,2.06e-10,25,63040.800000000236,31442.40000000041
5250.0,2.06e-10,25,64799.600000000275,30625.80000000032
4790.0,2.06e-10,25,66054.2000000001,29628.40000000031
4370.0,2.06e-10,25,68779.59999999986,27624.7999999998
3980.0,2.06e-10,25,70947.39999999956,26037.199999999626
3630.0,2.06e-10,25,72615.99999999967,23787.199999999575
3310.0,2.06e-10,25,74388.2000000001,20744.400000000274
3020.0,2.06e-10,25,75000.80000000019,20276.200000000455
2750.0,2.06e-10,25,76250.9999999998,18140.200000000168
2510.0,2.06e-10,25,76418.79999999976,17700.220000000172
2290.0,2.06e-10,25,76778.19999999994,14876.159999999343
2090.0,2.06e-10,25,77656.39999999957,13789.739999999594
1910.0,2.06e-10,25,78241.79999999961,13048.219999999703
1740.0,2.06e-10,25,78741.99999999958,10866.059999999981
1580.0,2.06e-10,25,78903.19999999959,8525.580000000291
1450.0,2.06e-10,25,78883.1999999996,8435.060000000301
1320.0,2.06e-10,25,79128.59999999964,8284.600000000357
1200.0,2.06e-10,25,79316.20000000043,7254.880000000048
1100.0,2.06e-10,25,79412.20000000067,6796.440000000308
1000.0,2.06e-10,25,79515.60000000073,5832.41999999997
912.0,2.06e-10,25,79526.0000000007,5227.419999999856
832.0,2.06e-10,25,79517.40000000063,4919.283999999822
759.0,2.06e-10,25,79544.40000000045,4075.903999999936
692.0,2.06e-10,25,79411.20000000036,3545.9459999999294
631.0,2.06e-10,25,79285.79999999984,3140.085999999806
575.0,2.06e-10,25,79224.79999999967,2785.0059999997993
525.0,2.06e-10,25,79156.79999999962,2024.8859999998783
479.0,2.06e-10,25,79153.99999999962,2012.9259999998585
437.0,2.06e-10,25,79042.5999999997,1787.473999999656
398.0,2.06e-10,25,78995.1999999998,1641.7579999996083
363.0,2.06e-10,25,78916.20000000027,1187.3659999998222
331.0,2.06e-10,25,78881.60000000021,1119.1559999997992
302.0,2.06e-10,25,78869.00000000022,1021.1259999999697
275.0,2.06e-10,25,78680.79999999965,965.0959999995624
251.0,2.06e-10,25,78649.59999999963,949.0279999996361
229.0,2.06e-10,25,78376.7999999997,880.9480000002224
209.0,2.06e-10,25,78278.7999999998,866.4560000003393
191.0,2.06e-10,25,78247.59999999983,856.3840000003946
174.0,2.06e-10,25,78153.59999999992,884.8040000001009
158.0,2.06e-10,25,78123.39999999992,827.6680000001234
145.0,2.06e-10,25,78110.59999999993,849.3640000000335
132.0,2.06e-10,25,78095.99999999999,1070.6999999997533
120.0,2.06e-10,25,78092.80000000009,1131.917999999767
110.0,2.06e-10,25,78165.60000000027,652.920000000067
100.0,2.06e-10,25,78081.8000000001,1573.590000000088
91.2,2.06e-10,25,78059.6000000003,1908.5420000001302
83.2,2.06e-10,25,78063.20000000035,2035.5600000002116
75.9,2.06e-10,25,78071.00000000032,1897.1800000003043
69.2,2.06e-10,25,78264.59999999999,2419.220000000255
63.1,2.06e-10,25,78373.59999999974,2694.860000000089
57.5,2.06e-10,25,78433.39999999956,2597.9199999997177
52.5,2.06e-10,25,78147.5999999998,2274.7799999997196
47.9,2.06e-10,25,78191.00000000003,2428.359999999819
43.7,2.06e-10,25,78697.60000000066,3421.3200000000725
39.8,2.06e-10,25,78864.40000000052,4036.3000000000275
36.3,2.06e-10,25,78993.60000000003,4295.340000000235
33.1,2.06e-10,25,79408.20000000017,4552.679999999812
30.2,2.06e-10,25,79600.59999999974,4837.819999999776
27.5,2.06e-10,25,79947.59999999973,5271.040000000192
25.1,2.06e-10,25,80193.20000000001,5537.639999999913
22.9,2.06e-10,25,80470.19999999994,5940.0999999998885
20.9,2.06e-10,25,80719.59999999996,5341.679999999603
19.1,2.06e-10,25,80435.19999999963,-620.8000000003369
17.4,2.06e-10,25,81626.1999999999,6312.639999999741
15.8,2.06e-10,25,78837.39999999985,14881.480000000498
14.5,2.06e-10,25,83220.1999999998,6630.420000000373
13.2,2.06e-10,25,83291.20000000013,8058.37999999982
12.0,2.06e-10,25,83664.19999999991,8224.899999999854
11.0,2.06e-10,25,84201.20000000061,2285.9000000001392
10.0,2.06e-10,25,84859.40000000005,10231.060000000569
9.12,2.06e-10,25,84800.40000000001,9612.880000000545
8.32,2.06e-10,25,85294.39999999995,9817.180000000404
7.59,2.06e-10,25,86149.59999999985,10205.26000000026
6.92,2.06e-10,25,87032.19999999962,10644.319999999907
6.31,2.06e-10,25,87579.59999999934,10844.240000000003
5.75,2.06e-10,25,87726.79999999945,10976.140000000014
5.25,2.06e-10,25,89062.0000000001,11612.220000000032
4.79,2.06e-10,25,89384.0000000001,11771.020000000057
4.37,2.06e-10,25,90458.0000000004,12196.860000000086
3.98,2.06e-10,25,91279.79999999971,12487.80000000023
3.63,2.06e-10,25,91938.80000000026,12636.999999999829
3.31,2.06e-10,25,93009.3999999998,13092.000000000202
3.02,2.06e-10,25,93663.7999999996,13332.400000000318
2.75,2.06e-10,25,94790.19999999939,13702.000000000613
2.51,2.06e-10,25,95406.60000000027,13811.000000000071
2.29,2.06e-10,25,96952.40000000075,14201.800000000358
2.09,2.06e-10,25,97689.40000000087,14413.800000000545
1.91,2.06e-10,25,98078.80000000083,14577.200000000676
1.74,2.06e-10,25,99003.60000000049,14865.19999999994
1.58,2.06e-10,25,100579.99999999983,15119.000000000187
1.45,2.06e-10,25,100847.5999999998,15358.40000000027
1.32,2.06e-10,25,101623.40000000029,15456.60000000024
1.2,2.06e-10,25,103249.40000000063,15892.799999999985
1.1,2.06e-10,25,103325.80000000066,15910.399999999958
1.0,2.06e-10,25,103368.2000000007,15921.399999999963
1000000.0,2.06e-10,55,3461.0199999999945,1325.4800000001549
912000.0,2.06e-10,55,3484.120000000001,1428.2000000003472
832000.0,2.06e-10,55,3490.2200000000007,1432.4800000003765
759000.0,2.06e-10,55,3597.379999999994,1564.9599999999864
692000.0,2.06e-10,55,3591.840000000001,1611.5000000000628
631000.0,2.06e-10,55,3619.1599999999853,1720.7599999998233
575000.0,2.06e-10,55,3636.7599999999907,1840.4999999998067
525000.0,2.06e-10,55,3742.3999999999896,1965.4999999999427
479000.0,2.06e-10,55,3818.240000000012,2105.060000000355
437000.0,2.06e-10,55,3802.7200000000116,2217.0800000001714
398000.0,2.06e-10,55,3878.1600000000035,2404.1800000003095
363000.0,2.06e-10,55,4006.8599999999856,2518.540000000236
331000.0,2.06e-10,55,4094.7999999999984,2782.1800000003213
302000.0,2.06e-10,55,4144.119999999994,2876.800000000317
275000.0,2.06e-10,55,4216.879999999991,3070.7200000000707
251000.0,2.06e-10,55,4253.819999999983,3265.6799999999416
229000.0,2.06e-10,55,4252.179999999997,3538.2600000001776
209000.0,2.06e-10,55,4436.239999999977,3785.9199999999028
191000.0,2.06e-10,55,4601.199999999998,4062.7999999996423
174000.0,2.06e-10,55,4722.039999999972,4402.540000000099
158000.0,2.06e-10,55,4795.1799999999885,4733.479999999857
145000.0,2.06e-10,55,4707.219999999989,5028.359999999896
132000.0,2.06e-10,55,4822.799999999995,5332.25999999998
120000.0,2.06e-10,55,5126.260000000009,5806.060000000379
110000.0,2.06e-10,55,5208.839999999992,6273.82000000004
100000.0,2.06e-10,55,5358.999999999986,6746.360000000413
91200.0,2.06e-10,55,5612.039999999989,7363.160000000289
83200.0,2.06e-10,55,5751.460000000035,7937.100000000389
75900.0,2.06e-10,55,6048.840000000032,8720.17999999967
69200.0,2.06e-10,55,6242.180000000038,9271.999999999416
63100.0,2.06e-10,55,6502.879999999994,10215.039999999886
57500.0,2.06e-10,55,6913.31999999998,10802.91999999982
52500.0,2.06e-10,55,7361.420000000025,11666.139999999881
47900.0,2.06e-10,55,7826.079999999998,12595.199999999799
43700.0,2.06e-10,55,8310.000000000055,13566.000000000387
39800.0,2.06e-10,55,9079.219999999994,14951.200000000279
36300.0,2.06e-10,55,9739.47999999999,15740.199999999435
33100.0,2.06e-10,55,10544.680000000026,16889.200000000186
30200.0,2.06e-10,55,11479.88,18077.400000000503
27500.0,2.06e-10,55,12531.639999999945,19293.399999999616
25100.0,2.06e-10,55,13857.039999999914,20710.399999999878
22900.0,2.06e-10,55,14500.199999999955,21571.59999999993
20900.0,2.06e-10,55,16325.799999999987,22832.800000000178
19100.0,2.06e-10,55,18991.200000000077,24511.20000000028
17400.0,2.06e-10,55,20055.800000000083,25136.40000000026
15800.0,2.06e-10,55,22414.19999999985,26344.000000000487
14500.0,2.06e-10,55,24728.99999999984,27296.59999999949
13200.0,2.06e-10,55,27272.400000000023,27976.399999999485
12000.0,2.06e-10,55,29230.999999999964,28356.999999999847
11000.0,2.06e-10,55,32354.800000000112,28880.80000000036
10000.0,2.06e-10,55,36498.00000000007,29277.99999999992
9120.0,2.06e-10,55,38911.400000000125,29191.20000000022
8320.0,2.06e-10,55,41778.1999999997,28502.800000000472
7590.0,2.06e-10,55,44476.40000000026,27775.79999999963
6920.0,2.06e-10,55,46616.60000000025,27039.200000000004
6310.0,2.06e-10,55,49376.600000000246,25781.399999999667
5750.0,2.06e-10,55,51022.20000000041,24776.60000000041
5250.0,2.06e-10,55,52626.600000000166,23487.200000000103
4790.0,2.06e-10,55,54726.59999999979,22172.400000000594
4370.0,2.06e-10,55,55841.60000000028,21064.40000000002
3980.0,2.06e-10,55,56989.20000000027,19860.399999999416
3630.0,2.06e-10,55,58130.00000000009,18210.400000000085
3310.0,2.06e-10,55,59666.800000000345,16812.60000000039
3020.0,2.06e-10,55,60308.80000000007,16094.799999999856
2750.0,2.06e-10,55,60823.599999999984,13678.879999999903
2510.0,2.06e-10,55,61341.99999999985,13403.679999999635
2290.0,2.06e-10,55,62391.59999999976,12270.599999999644
2090.0,2.06e-10,55,63024.40000000014,11616.919999999736
1910.0,2.06e-10,55,63437.20000000002,10785.53999999988
1740.0,2.06e-10,55,63607.000000000015,9240.379999999996
1580.0,2.06e-10,55,64055.000000000095,8776.919999999838
1450.0,2.06e-10,55,64352.4000000003,8066.500000000219
1320.0,2.06e-10,55,64574.00000000016,7456.840000000015
1200.0,2.06e-10,55,64522.39999999992,6440.960000000339
1100.0,2.06e-10,55,64685.60000000007,6008.800000000222
1000.0,2.06e-10,55,65075.200000000164,5359.779999999842
912.0,2.06e-10,55,65398.6000000001,5014.880000000069
832.0,2.06e-10,55,65195.19999999998,4400.1200000000945
759.0,2.06e-10,55,65560.2,4171.000000000416
692.0,2.06e-10,55,65478.999999999935,3810.719999999823
631.0,2.06e-10,55,65696.79999999994,3414.03999999995
575.0,2.06e-10,55,65776.79999999974,3069.5800000000854
525.0,2.06e-10,55,65774.19999999981,2847.1999999998357
479.0,2.06e-10,55,65759.00000000016,2665.099999999548
437.0,2.06e-10,55,65893.60000000049,2289.539999999597
398.0,2.06e-10,55,65898.00000000047,2051.779999999829
363.0,2.06e-10,55,65862.79999999981,1934.6800000002472
331.0,2.06e-10,55,65878.3999999997,1765.2799999999922
302.0,2.06e-10,55,65974.1999999998,1720.9719999997583
275.0,2.06e-10,55,65941.99999999997,1506.4359999999717
251.0,2.06e-10,55,65830.39999999989,1449.1500000001085
229.0,2.06e-10,55,65775.80000000013,1327.239999999635
209.0,2.06e-10,55,65959.8,1298.7799999997735
191.0,2.06e-10,55,65937.20000000024,1335.8799999997339
174.0,2.06e-10,55,65988.1999999999,1240.2600000001614
158.0,2.06e-10,55,65943.00000000025,1212.6800000003468
145.0,2.06e-10,55,66007.79999999977,1242.9799999997601
132.0,2.06e-10,55,65877.59999999964,1254.2999999995936
120.0,2.06e-10,55,65860.59999999966,1243.3599999999667
110.0,2.06e-10,55,65950.59999999977,1311.7599999998745
100.0,2.06e-10,55,66000.59999999982,1324.2800000000718
91.2,2.06e-10,55,66002.9999999998,1515.3800000003168
83.2,2.06e-10,55,66024.5999999997,1524.8000000005009
75.9,2.06e-10,55,66098.59999999945,1622.9599999998677
69.2,2.06e-10,55,66126.99999999958,1700.0000000001135
63.1,2.06e-10,55,66221.19999999997,1888.300000000189
57.5,2.06e-10,55,66319.79999999986,2110.5999999998576
52.5,2.06e-10,55,66264.3999999995,2213.879999999738
47.9,2.06e-10,55,65544.00000000004,1872.9600000000146
43.7,2.06e-10,55,66400.60000000065,2505.339999999957
39.8,2.06e-10,55,66401.80000000054,2729.5399999995557
36.3,2.06e-10,55,66320.40000000002,2826.199999999932
33.1,2.06e-10,55,66777.79999999951,3169.800000000129
30.2,2.06e-10,55,66869.39999999985,3318.7999999998874
27.5,2.06e-10,55,66965.20000000004,3577.92000000027
25.1,2.06e-10,55,67105.80000000016,3893.0200000001796
22.9,2.06e-10,55,67252.00000000033,4090.220000000136
20.9,2.06e-10,55,67495.20000000032,4328.200000000217
