Re(Z),Img(Z)
0.0005384459214928193,0.046128709569856624
0.0006326003995680663,0.046482160720240084
0.0007385241874027193,0.04654884961653885
0.0008473903026772236,0.046748916305435144
0.0009415447807524707,0.046948982994331444
0.001041583913707421,0.04721573857952651
0.0011445653741022225,0.04741580526842281
0.001247546834497024,0.04768256085361788
0.0013564129497715283,0.047949316438812936
0.0014711637199257355,0.04828276092030677
0.0015682605254408342,0.048549516505501836
0.001724203879752962,0.04888296098699567
0.001830127667587615,0.04908302767589197
0.0019537054200613768,0.04954984994998333
0.002097879464614099,0.049816605535178395
0.0022361688542871182,0.050216738912970994
0.0023832852262796918,0.050483494498166054
0.002536286253151968,0.05095031677225742
0.002698114262343799,0.05135045015005002
0.0028452306343363727,0.05175058352784262
0.003021770280727461,0.052084028009336446
0.0031983099271185493,0.05255085028342781
0.0033748495735096374,0.052950983661220405
0.0035808124942992405,0.05348449483161054
0.0037867754150888435,0.05388462820940314
0.003933891787081417,0.054418139379793264
0.00413985470787102,0.05488496165388463
0.004375240903059138,0.05548516172057352
0.004581203823848741,0.05595198399466489
0.004816590019036858,0.05648549516505502
0.005051976214224976,0.05708569523174392
0.005287362409413094,0.057685895298432814
0.005522748604601211,0.05828609536512171
0.005758134799789329,0.05901967322440814
0.006022944269375961,0.059753251083694565
0.006287753738962594,0.06048682894298099
0.006581986482947741,0.061220406802267424
0.0068467959525343736,0.06195398466155386
0.00719987524531655,0.06295431810603534
0.007552954538098727,0.06382127375791931
0.007906033830880904,0.06468822940980327
0.008229689849264567,0.065621873957986
0.008435652770054168,0.06655551850616873
0.008788732062836346,0.06755585195065023
0.009200657904415552,0.06862287429143048
0.009642007020393271,0.06982327442480826
0.010053932861972478,0.07082360786928976
0.010524705252348714,0.0719573191063688
0.011024900917123463,0.0731577192397466
0.011583943130695244,0.07462487495831943
0.01193702242347742,0.0754918306102034
0.012348948265056626,0.0768922974324775
0.012760874106635832,0.0780926975658553
0.013319916320207612,0.07942647549183061
0.013849535259380876,0.08089363121040347
0.014261461100960082,0.0824274758252751
0.014614540393742258,0.08389463154384795
0.014938196412125921,0.08542847615871957
0.015467815351299185,0.0875625208402801
0.015850317918479875,0.08956318772924309
0.016291667034457596,0.0918972990996999
0.016615323052841257,0.09423141047015672
0.016938979071224918,0.0968322774258086
0.017350904912804124,0.09983327775925309
0.01782167730318036,0.10303434478159387
0.018174756595962537,0.10636878959653218
0.018557259163143228,0.11037012337445815
0.01893976173032392,0.11437145715238414
0.0194988039438957,0.11903967989329778
0.020028422883068962,0.12370790263421141
0.020675734919836288,0.12904301433811272
0.021411316779799155,0.13437812604201402
0.022176321914160538,0.14038012670890296
0.02305902014611598,0.1470490163387796
0.023941718378071422,0.15305101700566856
0.025236342451606067,0.1610536845615205
0.026530966525140715,0.16905635211737244
0.02800213024506645,0.1770590196732244
0.02962041033698476,0.185728576192064
0.031385806800895644,0.19506502167389128
0.03344543600879167,0.20506835611870622
0.03579929796067285,0.21440480160053352
0.03785892716856888,0.22574191397132376
0.04138972009639064,0.23707902634211403
0.04433204753624212,0.24974991663887963
0.048451305952034174,0.26175391797265757
0.05198209887985594,0.27442480826942317
0.055512891807677704,0.2870956985661887
0.06080908119941036,0.300433477825942
0.066105270591143,0.3144381460486829
0.07140145998287566,0.32910970323441147
0.0778745803505489,0.3431143714571524
0.08434770071822213,0.35711903967989334
0.09140928657386566,0.3711237079026342
0.09847087242950919,0.3864621540513505
0.10641515651710816,0.401133711237079
0.11465367334869228,0.4144714904968323
0.12377488841223185,0.42847615871957323
0.13319033621975654,0.4424808269423141
0.14378271500322184,0.4551517172390797
0.15437509378668715,0.4678226075358453
0.16585017080210787,0.47982660886962325
0.17732524781752862,0.49183061020340113
0.1896830230649048,0.503834611537179
0.2014523328243107,0.511837279093031
0.214104340815672,0.5218406135378459
0.22675634880703333,0.5271757252417473
0.24029105503035011,0.5325108369456485
0.2561796232055481,0.5365121707235745
0.2670662347329985,0.5425141713904634
0.2808951737003004,0.5478492830943648
0.2935471816916618,0.547182394131377
0.30855305163490426,0.5485161720573524
0.3232646888341616,0.547182394131377
0.33503399859356753,0.547182394131377
0.3468033083529734,0.5498499499833277
0.36151494555223074,0.5458486162054018
0.3732842553116366,0.5391797265755252
0.387995892510894,0.5318439479826609
0.3968228748304484,0.5271757252417473
0.4085921845898543,0.5231743914638213
0.4203614943492602,0.51783927975992
0.43213080410866606,0.5091697232410803
0.44390011386807193,0.5018339446482161
0.4556694236274778,0.4964988329443148
0.46449640594703223,0.48249416472157386
0.47332338826658665,0.49316438812937646
0.4821503705861411,0.49049683227742585
0.4909773529056955,0.49049683227742585
0.488035025465844,0.36578859619873294
0.4968620077853984,0.4698232744248083
0.5204006273042101,0.44781593864621544
0.5262852821839131,0.45248416138712905
0.5292276096237646,0.43914638212737583
0.5409969193831704,0.43114371457152384
0.5527662291425763,0.42980993664554856
0.5557085565824278,0.4198066022007336
0.5645355389019822,0.4304768256085362
0.5704201937816852,0.42247415805268423
0.5763048486613881,0.4251417139046349
0.5792471761012395,0.41180393464488163
0.588074158420794,0.41113704568189396
0.5939588133004969,0.4144714904968323
0.6027857956200513,0.4178059353117706
0.6116127779396058,0.41913971323774596
0.6145551053794572,0.41180393464488163
0.6174974328193087,0.42047349116372124
0.626324415138863,0.4184728242747583
0.6322090700185661,0.43647882627542517
0.6439783797779719,0.44781593864621544
0.6410360523381204,0.4484828276092031
0.6498630346576749,0.4464821607202401
0.6528053620975264,0.4518172724241414
0.6645746718569322,0.470490163387796
0.6734016541764867,0.4731577192397466
0.682228636496041,0.4878292764254752
0.682228636496041,0.5025008336112037
0.693997946255447,0.5125041680560186
0.6969402736952984,0.5211737245748583
0.7145942383344073,0.5458486162054018
0.7234212206539616,0.5625208402800933
0.7293058755336645,0.5791930643547849
0.7322482029735161,0.5771923974658218
0.7410751852930705,0.5958652884294765
0.7616714773720308,0.624541513837946
0.7734407871314367,0.6658886295431811
0.7704984596915851,0.6492164054684895
0.8028640615299514,0.6932310770256752
0.8058063889698028,0.6858952984328109
0.8205180261690602,0.7019006335445148
0.8352296633683176,0.7132377459153051
0.8499413005675749,0.7532510836945648
0.8675952652066837,0.7599199733244414
0.8793645749660897,0.7865955318439479
0.8970185396051985,0.7999333111037013
0.9264418140037132,0.8132710903634545
0.9352687963232675,0.8199399799933311
0.9617497432819309,0.839946648882961
0.9705767256014852,0.8999666555518506
0.9970576725601484,0.8799599866622208
0.9999999999999999,0.8866288762920973
0.0005649268684514825,0.04282094031343781
0.0006267157446883633,0.04289429809936646
